Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
Simhadriya Simha,Kannada,"Action, Drama",6.0,0.044,2002-06-07,Vishnuvardhan,"Narasimhe Gowda (Vishnuvardhan), head of 48 villages has high regards for his sincerity and wisdom in his judgements. After his untimely death, his elder son Gowda (Vishnuvardhan) takes his throne and passes a wrong judgement against his brother Chikka (Vishnuvardhan). What circumstances lead to this",1.0
Ombatthane Dikku,Kannada,Drama,0.0,0.044,2022-01-28,"Master Akhil, Ambuja, Ajith","Varadappa, a sawmill owner and rural don sends his trustworthy friend Vasudev to close a deal worth a lot of money with Loki, an associate of his in Bangalore. Vasudev's son Channakeshava finds out that his father has been missing since the deal. However, the bag that he carried has been making rounds in the city and Channakeshava decides to find his father with clues from the bag and help from Chintak, a local pickpocket.",0.0
Gokula,Kannada,"Family, Comedy, Drama",0.0,0.0439,2009-11-27,"Vijay Raghavendra, Yash, Pooja Gandhi, Nakshatra, Srinivasa Murthy","The film is about four orphans who unite and plan to make quick money to lead a lively life. They enter an elderly couple's home and try to loot the property by disguising themselves as the couple's children. As time passes, the situation becomes very emotional, and they grow very attached to the couple.",0.0
Thulasi,Kannada,Drama,0.0,0.0437,1976-07-13,"Kalyan Kumar, Jayanthi, Manjula, Srinath, Shivaram",1976 Indian Kannada film.,0.0
Padarasa,Kannada,"Drama, Action, Romance",0.0,0.0434,2018-08-10,"Sanchari Vijay, Vaishnavi Chandran Menon, Niranjan Deshpande, Aravind Rao, Ramesh Babu",,0.0
Care of Footpath,Kannada,"Drama, Family",0.0,0.0432,2006-11-24,"Kishan Shrikanth, Jayashree B.","An orphan slum boy who is adopted by an old lady who finds him on a footpath. She brings him to live with her in the slums. With his friends, he makes a living picking up selling rags. An encounter with some school going students, who call him an uneducated brute, changes the life of this slum boy. He takes up a personal challenge to attend school and get educated. The film depicts how this slum boy faces hardships in getting admission and attending schools and in fulfilling his dream to become educated.",0.0
Jessie,Kannada,"Drama, Romance",0.0,0.0432,2016-03-25,"Dhananjay, Parul Yadav, Raghu Mukherjee, Chikkanna, Sadhu Kokila","Jessie is a romantic love story of Jessie and Dr. Nandini. Jessie madly falls in love with Nandini and after a few days love blossoms, and she accepts Jessie`s love proposal. The twist in the tale is when Nandini gets to know that Jessie is a ghost!",0.0
Naandi,Kannada,"Drama, Romance",0.0,0.0431,1964-01-01,"Dr. Rajkumar, Kalpana, Udaykumar, T. N. Balakrishna, Harini",A married couple with hearing impairment undergoes highs and lows in their lives as they endeavour to survive in a society which is not very friendly to them,0.0
Chatrigalu Sir Chatrigalu,Kannada,Comedy,0.0,0.0431,2013-04-20,"S. Narayan, Mohan Shankar, Ramesh Aravind, Bullet Prakash, Mukhyamantri Chandru","Chatrigalu Sir Chatrigalu is a 2013 Kannada film directed by S. Narayan and produced by  S. Narayan. The film stars S. Narayan, Mohan Shankar, Ramesh Aravind and Bullet Prakash in lead roles. Music was composed by S. Narayan.",0.0
Gangster Alla Prankster,Kannada,"Comedy, Action, Drama",0.0,0.0429,2025-04-25,"Girish Kumar B, Tilak Shekar, Viranika Shetty, Honnavalli Krishna, Sangeetha","Arjun, an unemployed guy, starts a YouTube Channel named WEBMASTER and Pranks people, recording and uploading to YouTube. While pranking, he falls into his own trap.",0.0
Manthralaya Mahathme,Kannada,History,8.0,0.0429,1966-02-04,"Dr. Rajkumar, Jayanthi, Kalpana, Udaykumar","Mantralaya Mahatme is a 1966 Indian Kannada-language film directed by T. V. Singh Thakur, based on the book Sri Raghavendra Vijaya written by Rajaguru Rajacharya, and stars Rajkumar in the role of Raghavendra Swami, a Hindu saint who lived in the 17th century India",1.0
Ree Swalpa Bartheera,Kannada,"Comedy, Drama",0.0,0.0429,2003-09-03,"Shashikumar, Kausalya, Damini, Doddanna, Mukhyamantri Chandru",,0.0
Fig Fruit and The Wasps,Kannada,Drama,0.0,0.0429,2014-10-19,"Bhavani Prakash, Ranjit Bhaskaran, Manjunath Belakere, Achyuth Kumar, Ravi Phoenix","Gowri, a documentary filmmaker, travels with her cameraman Vittal to a remote village in search of a musical teacher for her project, which requires her to study how music is shaped by different locations. However the musician is nowhere to be found. The two are forced to wait for his return.",0.0
Yuddha Kaanda,Kannada,"Drama, Action",0.0,0.0427,1989-01-09,"V. Ravichandran, Poonam Dhillon, Bharathi Rao, Srinivasa Murthy, Devaraj","A content lower-middle-class family lives peacefully, teaching their kids through a song about facing life's challenges together and emerging victorious.",0.0
Dhairyam Sarvatra Sadhanam,Kannada,Drama,0.0,0.0427,2024-02-23,"Vivan Kolar Kesava, Anusha Rai, Ram Pavan Shet, Bala Rajwadi, Chakravatrhy Chandrachuda","To protect the existence of his father, Dravid decides to go against Matsya and Arya. Will he be successful?",0.0
Dore,Kannada,Drama,0.0,0.0423,1995-11-03,Shivaraj Kumar,"Dore falls in love with Munni, his landlord's daughter. When they decide to elope, Munni's father sends his goons to find them.",0.0
Suryakanthi,Kannada,"Thriller, Action",0.0,0.0421,2010-10-14,"Chetan Kumar, Regina Cassandra, Nasaar, Ganesh Yadav, Kishori Balal","Contract killer Rohit comes to Bangalore to kill a girl, but in a twist of fate, he is given charge of an industrialist""s business, and falls in love with his daughter",0.0
"#73, Shantinivasa",Kannada,Drama,6.0,0.042,2007-06-15,"Sudeep, Vishnu Vardhan Babu, Shivaraj Kumar, Ramesh Bhat, Vaishali Kasaravalli","When Raghu enters a dysfunctional family as a cook, he clears their misunderstandings and brings the members closer to each other. However, there is more to him than what he shows.",1.0
Monda,Kannada,Drama,0.0,0.0416,2004-04-01,"Sai Kumar, Pavitra Lokesh, Sharath Lohitashwa, Vinaya Prasad, Jayasudha",,0.0
Thandege Thakka Maga,Kannada,Drama,7.5,0.0416,2006-03-31,"Ambareesh, Upendra, Bank Janardhan",A 2006 Kannada film,1.0
Samayada Gombe,Kannada,"Drama, Family",0.0,0.0416,1984-01-01,"Dr. Rajkumar, Srinath, Roopa",The Plot summarizes the helplessness of a human being with relation to circumstances that surround him. This particular plot revolves around a boy who first runs away from his house only to end up in a child labor camp and then in prison. Later when he reunites with his sister he is unable to let her know that he is actually her long lost brother.,0.0
Shabarimale Swamy Ayyappa,Kannada,Drama,0.0,0.0414,1990-03-18,"Master Sanjay, Srinivasa Murthy, Sri Lalitha","The Classic Cinema on Lord Ayyapa Swamy born with Culmination of Lord Hari and Lord Hara. The childless king Rajasekhara Pandiyan finds an abandoned child in the forest and adopts him. The child grows up as a prince and is sent on a dangerous mission into the same forest.",0.0
Munduvareda Adhyaya,Kannada,"Crime, Thriller",0.0,0.0414,2021-03-18,"Aditya, Ajay Raj, Mukhyamantri Chandru, Jai Jagadish, Ashika Somashekar","ACP Bala lands up in the midst of a murder mystery that has a lot more than what meets the eye. With many characters and twists, he's got himself a case that keeps getting intriguing with every reveal.",0.0
Galate Aliyandru,Kannada,"Comedy, Romance",0.0,0.0413,2000-09-20,"Shivaraj Kumar, Sakshi Shivananda, S. Narayan, Mukhyamantri Chandru, Doddanna","A young man runs away from his house when his father asks him to get married to his friend's daughter. Later, unknowingly, he comes across the same girl and falls in love with her.",0.0
Chandavalliya Thota,Kannada,"Drama, Family",8.0,0.0413,1964-01-31,"Dr. Rajkumar, Jayanthi, Rajasree, T. N. Balakrishna, Udaykumar",The film won many laurels upon release including the National Film Award for Best Feature Film in Kannada for its Gandhian theme of dealing with the poverty in rural Indian villages.,1.0
Manikantana Mahime,Kannada,Drama,0.0,0.0409,1993-09-20,Vishnuvardhan,An ardent devotee of Lord Shabarimale Swamy Ayyappa narrates tales of various miracles performed by the Hindu deity where the Almighty tests the devotion of his followers.,0.0
Namo Bhoothathma 2,Kannada,"Horror, Comedy",0.0,0.0409,2023-08-04,"Komal Kumar, Lekha Chandra, Monika, Govinde Gowda, Mimicry Gopi",,0.0
Garuda,Kannada,Drama,0.0,0.0409,2022-05-20,"Raghu Dixit, Kamna Jethmalani","Garuda revolves around the efforts of Vikram, a man on a mission to capture an evil mastermind who destroyed his family and is also a threat to the country.",0.0
Rewind,Kannada,"Science Fiction, Thriller",0.0,0.0409,2021-04-16,"Thej, Chandana Raghavendra, Sampath Maitreya, Sundar Raj, Mandya Ravi","When a crime reporter's daughter goes missing and the police reach a dead end, he resorts to using lucid dreams to track her down with the help of his wife, a scientist.",0.0
Aa Drushya,Kannada,"Drama, Mystery, Thriller",0.0,0.0409,2019-11-08,"Achyuth Kumar, Chaithra J Achar, V. Ravichandran, Arjun Gowda, Chethan Vicky","Surya Tejas, a retired policeman, narrates the details of a case that he investigated years ago to a former colleague's son. In the process, he reveals what really happened on the day of the crime.",0.0
6-5=2,Kannada,"Mystery, Horror, Adventure",5.8,0.0409,2013-11-29,"Darshan Apoorva, Krishna Prakash, Pallavi, Tanuja, Mruthyunjaya",Six friends plan for a trek to an undisclosed mountain in the Western Ghats.,4.0
Super Star,Kannada,Drama,0.0,0.0409,2002-01-01,"Upendra, Keerthi Reddy",A 2002 Kannada film.,0.0
Devaru Kotta Thangi,Kannada,"Family, Drama",0.0,0.0409,1973-01-13,"Dr. Rajkumar, Jayanthi, Srinath, B. V. Radha, T. R. Narasimharaju",A brother and sister share an unusually strong bond that faces many ups and downs owing to the many challenges they face.,0.0
Krishna Nee Begane Baaro,Kannada,Drama,0.0,0.0409,1986-09-10,"Vishnuvardhan, Bhavya, Kim, Uma Shivakumar, Mukhyamantri Chandru",Film from India starring Kim and Vishnuvardhan,0.0
Bhakta Kumbara,Kannada,Drama,0.0,0.0409,1948-01-01,"Honnappa Bhagavathar, Lakshmi Bai, Vimalananda Das, Pandari Bai, Murarachar","Gora Kumbhar, a potter who turned into a saint who lived in the 13th and 14th century in Teredoki supposedly lost his child while curing the clay by his legs for making pots, because he did not notice his child fumbling under his feet as he immersed himself in chanting the name of God.  He was called Saint Gora Kumbara by the people of Maharastra and Karnataka.",0.0
Bodyguard,Kannada,"Action, Romance, Drama",0.0,0.0404,2011-11-04,"Jaggesh, Daisy Shah, Spoorthi Suresh, Chi. Guru Dutt, Bank Janardhan","Jayakrishna is assigned to protect Ammu, the daughter of Ashokanna. Ammu becomes the anonymous admirer of Jayakrishna and soon finds herself trapped in a dilemma which she is unable to resolve.",0.0
Neenello Nanalle,Kannada,Romance,0.0,0.0404,2006-07-08,"Aniruddh, Vishnuvardhan, Anant Nag, Chitra Shenoy","Santhosh comes from England to India with his mother to attend a wedding. However, he meets a village girl and instantly falls in love with her.",0.0
Johny Mera Naam Preethi Mera Kaam,Kannada,"Comedy, Drama, Romance",0.0,0.0404,2011-06-03,"Duniya Vijay, Divya Spandana, Rangayana Raghu, Sadhu Kokila, Achyuth Kumar","Johny, who attempts to solve the problems of the residents of his colony, kidnaps Priya by accident and falls for her. He tries to woo her but soon realises that she loves someone else.",0.0
Topiwaala,Kannada,Drama,7.0,0.0404,2013-03-15,"Upendra, Bhavana",A 2013 Kannada movie.,1.0
Nee Thanda Kanike,Kannada,"Romance, Drama",0.0,0.0398,1985-12-24,"Vishnuvardhan, Jayasudha, C. R. Simha, Girish Karnad, Mysore Lokesh","A young boy, who is never loved by his father, grows up to become a spoilt and alcoholic man. However, he turns his life around when he falls in love with a simple woman.",0.0
Raja Narasimha,Kannada,"Action, Drama",0.0,0.0398,2003-03-21,"Vishnuvardhan, Ramya Krishnan, Raasi, Annapoorna, Avinash","Though Mahalakshmi is about to get engaged to an NRI, she falls in love with Raja Narasimha, and the two plan on getting married. However, everything changes when Soundarya enters their lives.",0.0
Jwalamukhi,Kannada,Drama,0.0,0.0398,1985-01-01,"Dr. Rajkumar, Gayathri","It is a 1985 Indian Kannada-language film directed by Singeetham Srinivasa Rao.[1] The film featured Rajkumar, Gayathri, Thoogudeepa Srinivas, K. S. Ashwath and Mukhyamantri Chandru. The movie is based on a novel of the same name by Vijay Sasanur.",0.0
Nodi Swamy Ivanu Irode Heege,Kannada,Comedy,0.0,0.0398,2022-07-22,"Rishi, Dhanya Balakrishna, Nagabhushana N S, Greeshma Sridhar, Mahadev Prasad","Saikumar has broken up with his baby doll. Five years later, while he is doing well professionally, he still is not over it and is suffering from depression. What happens when he decides to kill himself?",0.0
Kollura Sri Mookambika,Kannada,"Family, History, Drama",0.0,0.0398,1993-01-01,"Sridhar, Bhavya, Vajramuni, Srijyothi, Srijyothi","Kollura Sri Mookambika (Kannada:   ) is a 1993 Indian Kannada mythological - devotional film, directed and produced by Renuka Sharma.[1] Chi. Udaya Shankar has written the story and screenplay and Pughalendi Mahadevan has scored the music. The film stars Sridhar, Bhavya and Vajramuni in the lead roles. The film is centered on the Goddess Mookambika.",0.0
Kapata Nataka Paatradhaari,Kannada,"Drama, Mystery, Thriller",1.0,0.0398,2019-11-08,"Balu Nagendra, Sangeetha Bhat, Jai Dev, Kari Subbu, Prakash Thuminad","Krishna, an auto driver, sets up a ruse to help his girlfriend, Rukmini, but both of them end up getting caught in it. Soon strange, ghostly things start happening around him. A story that is equal parts romance and horror, this movie will keep you on the edge of your seat.",1.0
Ravimama,Kannada,"Romance, Drama",0.0,0.0393,1999-03-19,"V. Ravichandran, Nagma, Hema Panchamukhi, Lokesh, Doddanna","Ravi, a young man, kills his brother-in-law after finding out that he had married his sister to take revenge on her for raising her voice against the village landlord.",0.0
Mussanjemaathu,Kannada,"Drama, Romance, Comedy",6.0,0.0393,2008-05-16,"Sudeep, Divya Spandana, Gangavathi Pranesh, Mandya Ramesh, Anu Prabhakar","Pradeep, a radio jockey hosts a popular programme ""Mussanjemaathu"" where he listens and offers solutions to people's problems, giving them solace. He is left on the spot when he can't find anyone to talk to about his problems.",2.0
Baang,Kannada,Drama,1.0,0.0389,2023-08-18,"Shanvi Shrivastava, Raghu Dixit, Saathvika Raj","Aarav, Bhushan and Sunil accidentally land in the hands of two deadly gangsters, Daddy and Leona. It becomes a race against time to finish an impossible task at the price of an innocent soul.",1.0
Director's Special,Kannada,Drama,0.0,0.0389,2013-05-31,"Dhananjay, Rangayana Raghu, Guruprasad, Pooja Gandhi, J Anoop Seelin",Director's Special is a 2013 Indian Kannada satire comedy film written and directed by Guruprasad. It stars a debutant Dhananjay along with Rangayana Raghu in the lead roles. Actress Pooja Gandhi made a special appearance in an item song. The storyline of the movie was also found in two more Kannada moviesDasavala and Karodpathi. It was also reported that the concept of all these films could be traced back to the 1996 Spanish language Brazilian film Familia (also known as Segredos em Familia) in which a lonely rich man hires actors to act as his family members on his birthday.,0.0
