Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
the andy baker tape,english,"comedy, thriller, horror",5.923,2.1411,12-08-2022,"bret lada, dustin fontaine, caitlin borek, raymond lada, bethany kay",unknown,572.0
the hired hand,english,western,6.151,2.1409,11-08-1971,"peter fonda, warren oates, verna bloom, robert pratt, severn darden",unknown,572.0
sharpay's fabulous adventure,english,"family, music",6.0,2.1407,19-04-2011,"ashley tisdale, austin butler, cameron goodman, bradley steven perry, alec mapa","after a talent scout spots her performing with her dog boi at a charity gala, sharpay evans sets off for the bright lights of nyc, convinced instant fame and fortune are in the bag. but theatre's a dog-eat-dog world. fortunately, sharpay also meets peyton, a handsome student filmmaker who finds sharpay nearly as fascinating as she finds herself.",551.0
the sons of katie elder,english,western,7.0,2.1398,23-06-1965,"john wayne, dean martin, martha hyer, michael anderson jr., earl holliman",unknown,572.0
crazy mama,english,"crime, action, comedy",5.6,2.139,01-06-1975,"cloris leachman, stuart whitman, ann sothern, jim backus, don most",unknown,572.0
the muppet movie,english,"family, comedy, adventure, music",7.2,2.1389,22-06-1979,"jim henson, frank oz, jerry nelson, richard hunt, dave goelz","the muppets gather to watch their newly-finished big-budget rich-and-famous feature film: a talent agent persuades kermit the frog to leave the swamp to pursue a career in hollywood. on his way there, he meets a bear, a pig, a whatever (his future muppet crew), and some special celebrity guest stars, while being chased by the desperate owner of a frog-leg restaurant!",649.0
desert cathedral,english,"drama, mystery, thriller",6.0,2.1384,17-05-2014,"lee tergesen, chaske spencer, petra wright , sophia mitri schloss, terry edward moore",unknown,572.0
woe,english,"horror, mystery, thriller",5.5,2.1374,24-09-2020,"james russo, jessie rabideau, ryan kattner, adam halferty, russell becker",unknown,572.0
don't let go,english,"horror, mystery, science fiction, thriller",6.893,2.1374,30-08-2019,"david oyelowo, storm reid, mykelti williamson, alfred molina, brian tyree henry",unknown,572.0
hav plenty,english,"comedy, romance",5.5,2.1373,11-09-1997,"christopher scott cherot, chenoa maxwell, tammi katherine jones, robinne lee, reginald james",unknown,572.0
the sky princess,english,"animation, family",6.485,2.1371,01-02-2018,"vivica a. fox, robert gossett",unknown,572.0
the tragedy of macbeth,english,"drama, war",6.9,2.1363,05-12-2021,"denzel washington, frances mcdormand, alex hassell, bertie carvel, brendan gleeson","macbeth, the thane of glamis, receives a prophecy from a trio of witches that one day he will become king of scotland. consumed by ambition and spurred to action by his wife, macbeth murders his king and takes the throne for himself.",812.0
day of the dead,english,"horror, drama, mystery",7.0,1.8063,03-07-1985,"lori cardille, terry alexander, joseph pilato, jarlath conroy, anthony dileo jr.",a small group of scientists and soldiers take refuge in an underground missile silo where they struggle to control the flesh-eating dead that walks the earth above.,398.0
mask,english,drama,7.239,1.8569,08-03-1985,"cher, sam elliott, eric stoltz, estelle getty, richard dysart",a boy with a massive facial skull deformity and his biker gang mother attempt to live as normal a life as possible under the circumstances.,465.0
the greatest story ever told,english,"drama, history",6.4,2.2444,09-04-1965,"max von sydow, michael anderson jr., carroll baker, ina balin, victor buono","from his birth in bethlehem to his death and eventual resurrection, the life of jesus christ is given the all-star treatment in this epic retelling. major aspects of christ's life are touched upon, including the execution of all the newborn males in egypt by king herod; christ's baptism by john the baptist; and the betrayal by judas after the last supper that eventually leads to christ's crucifixion and miraculous return.",202.0
the x files: i want to believe,english,"mystery, science fiction, thriller",5.831,1.9574,24-07-2008,"david duchovny, gillian anderson, amanda peet, billy connolly, xzibit",mulder and scully are called back to duty by the fbi when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,1549.0
you were never really here,english,"crime, drama, thriller",6.5,1.6439,08-11-2017,"joaquin phoenix, judith roberts, ekaterina samsonov, john doman, alex manette","a traumatized veteran, unafraid of violence, tracks down missing girls for a living. when a job spins out of control, his nightmares begin to overtake him, and a conspiracy is uncoveredleading to what may be his death trip or his awakening.",2887.0
the crow: salvation,english,"action, thriller, horror, crime, fantasy, mystery",5.508,1.9631,23-01-2000,"eric mabius, kirsten dunst, jodi lyn o'keefe, william atherton, grant shaud","alex corvis, a man wrongly executed for the murder of his girlfriend, returns from the dead and sets out to find the real killer.",378.0
dystopia,english,science fiction,5.232,1.6903,02-01-2018,"michael copon, sheena colette, simon phillips, eve mauro, rich paul",unknown,56.0
attack the block,english,"action, comedy, science fiction",6.455,1.71,12-05-2011,"john boyega, jodie whittaker, nick frost, alex esmail, luke treadaway",a teen gang in a south london housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,2127.0
a wicked eden,english,documentary,7.0,2.4688,25-09-2021,"alexandra snow, ceara lynch, sydney lee, princess rene, raevyn rose",unknown,572.0
megalodon: the frenzy,english,"action, adventure, horror, science fiction",3.0,1.8368,18-08-2023,"eric roberts, caroline williams, jessica chancellor, alex trumble, sharon desiree","when a frenzy of five megalodons torment the open ocean, the stakes have never been higher.",22.0
starman,english,"science fiction, romance, drama",6.946,1.6239,13-12-1984,"jeff bridges, karen allen, charles martin smith, richard jaeckel, robert phalen",unknown,919.0
street scene,english,"drama, romance",6.814,0.8492,05-09-1931,"sylvia sidney, william collier jr., estelle taylor, beulah bondi, david landau",unknown,572.0
possum,english,"drama, horror, thriller",6.183,1.906,26-10-2018,"sean harris, alun armstrong, andy blithe, ryan enever, charlie eales",a disgraced children's puppeteer returns to his childhood home and is forced to confront his wicked stepfather and the secrets that have tortured him his entire life.,282.0
human traffic,english,"comedy, drama",6.8,1.7934,04-06-1999,"john simm, shaun parkes, nicola reynolds, lorraine pilkington, danny dyer","for jip, lulu, koop, nina and moff, the dead-end jobs they endure during the week just kill the time until friday night. that's when they cut very loose and get on the rollercoaster ride that takes them right through to monday morning.",364.0
sleepless,english,"action, crime, thriller",5.922,1.6758,12-01-2017,"jamie foxx, michelle monaghan, dermot mulroney, scoot mcnairy, david harbour","undercover las vegas police officer vincent downs, who has a lot of enemies, is caught in a high stakes web of corrupt cops and the mob-controlled casino underground. when a heist goes wrong, a crew of homicidal gangsters kidnap downs teenage son t. in one sleepless night, downs will have to rescue his son, evade an internal affairs investigation, and bring the kidnappers to justice.",1283.0
air bud,english,"comedy, family",5.6,3.3677,01-08-1997,"kevin zegers, wendy makkena, michael jeter, bill cobbs, eric christmas",a lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,483.0
i'll see you in my dreams,english,"drama, comedy",6.295,1.5035,15-05-2015,"blythe danner, martin starr, june squibb, rhea perlman, mary kay place",unknown,173.0
grandma's house,english,drama,4.5,0.8889,29-04-2016,"loretta devine, coco jones, paige hurd, wendy raquel robinson, ashlee brian",unknown,572.0
sleepwalkers,english,"horror, fantasy, thriller",6.0,2.0083,10-04-1992,"brian krause, mdchen amick, alice krige, jim haynie, cindy pickett","charles brady and his mother, mary, are the last of a dying breed whose needs are not of this world.  they are sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  that search takes them to the sleepy little town of travis, indiana, where beautiful teenager tanya robertson is about to become an unwilling pawn in their nightmarish fight for survival.",568.0
the other,english,"horror, thriller",6.333,1.8846,13-06-2025,"olivia macklin, dylan mctee, avangeline friedlander, shawnee smith, lily d. moore","unable to conceive, a couple seeks to build a family with a young orphan, survivor of tragic childhood. but their act of love turns to horror when they realize the violence in their foster's past has returned to destroy the new family.",572.0
siren,english,"horror, thriller",5.953,1.6376,02-12-2016,"chase williamson, justin welborn, hannah fierman, michael aaron milligan, hayes mercure",unknown,1.0
you get me,english,"thriller, romance, drama",5.609,1.6687,19-06-2017,"bella thorne, halston sage, taylor john smith, brigid brannagh, nash grier","after arguing with his girlfriend, ali, tyler lands in the arms of sexy new girl, holly. the next morning, he finds that not only does ali agree to take him back, but holly is a new student at their school and is dead set on her new man.",572.0
timeline,english,"action, adventure, science fiction",5.718,1.8439,26-11-2003,"paul walker, frances o'connor, gerard butler, billy connolly, david thewlis",a group of archaeological students become trapped in the past when they go there to retrieve their professor. the group must survive in 14th century france long enough to be rescued.,1100.0
why women cheat,english,romance,2.8,2.0645,06-07-2021,"shag deng, xiong su yi","the male lead is the king of a small island nation. he was previously badly hurt by the female lead. the female lead has a canine tooth that makes her look extremely captivating when she smiles. when the female lead vanished, the male lead became extremely fond of sleeping because he did not want to miss her. as fate would have it, the male lead married the female lead in the end. he decided to properly torment that adorable yet horrible woman for a while",572.0
national security,english,"action, comedy, crime",5.958,2.119,17-01-2003,"martin lawrence, steve zahn, colm feore, bill duke, eric roberts","earl montgomery, a bombastic police academy reject, and hank rafferty, a disgraced, mild-mannered cop, can't seem to escape each other. they met on opposite sides of the law during a routine traffic stop that escalated out of control; now as lowly security guards they're thrown together to bust a smuggling operation.",1009.0
happiest season,english,"romance, comedy",7.149,2.0363,26-11-2020,"kristen stewart, mackenzie davis, mary steenburgen, victor garber, alison brie",a young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,1254.0
tangled: before ever after,english,"adventure, animation, comedy, family, fantasy, tv movie",6.8,1.6849,10-03-2017,"mandy moore, zachary levi, eden espinosa, clancy brown, julie bowen",unknown,376.0
mermaids,english,"comedy, drama, romance",6.736,2.2833,14-12-1990,"cher, winona ryder, christina ricci, bob hoskins, michael schoeffling","fifteen-year-old charlotte flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. when they move to a small massachusetts town and mrs. flax begins dating a shopkeeper, charlotte and her 9-year-old sister, kate, hope that they can finally settle down. but when charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",535.0
life of the party,english,comedy,6.1,1.6496,10-05-2018,"melissa mccarthy, matt walsh, molly gordon, gillian jacobs, luke benward","when her husband suddenly dumps her, longtime dedicated housewife deanna turns regret into re-set by going back to college... landing in the same class and school as her daughter, who's not entirely sold on the idea. plunging headlong into the campus experience, the increasingly outspoken deanna  now dee rock  embraces freedom, fun, and frat boys on her own terms, finding her true self in a senior year no one ever expected.",1011.0
terms of endearment,english,"drama, comedy",7.114,1.7781,20-11-1983,"shirley maclaine, debra winger, jack nicholson, danny devito, jeff daniels","aurora, a finicky woman, is in search of true love while her daughter faces marital issues. together, they help each other deal with problems and find reasons to live a joyful life.",780.0
motorhead: videobiography,english,"documentary, music",6.485,0.6231,16-09-2020,"lemmy kilmister, phil 'philthy animal' taylor, 'fast' eddie clark",unknown,572.0
haunt,english,"horror, thriller",6.68,2.2442,13-09-2019,"katie stevens, will brittain, lauryn mcclain, shazi raja, andrew lewis caldwell","on halloween, a group of friends encounter an extreme haunted house that promises to feed on their darkest fears. the night turns deadly as they come to the horrifying realisation that some nightmares are real.",1282.0
heart and soul food,english,"drama, comedy",6.485,1.6515,03-05-2022,"ebony v. goodson, lily nicole, deon green, krystal foggie gardner, brittany altenbach",unknown,572.0
no holds barred,english,"action, drama",4.621,1.6691,02-06-1989,"hulk hogan, tommy lister jr., joan severance, kurt fuller, david paymer",unknown,572.0
the infiltrator,english,"crime, drama, thriller",6.7,1.8773,13-07-2016,"bryan cranston, diane kruger, john leguizamo, daniel mays, benjamin bratt",unknown,1718.0
constantine: city of demons - the movie,english,"fantasy, animation, horror, action",7.691,2.0396,04-10-2018,"matt ryan, robin atkin downes, laura bailey, rachel kimsey, jim meskimen","a decade after a tragic mistake, family man chas chandler and occult detective john constantine set out to cure his daughter trish from a mysterious supernatural coma.",618.0
batman vs. robin,english,"science fiction, action, adventure, animation, crime, drama, fantasy, thriller",7.2,2.0635,03-04-2015,"jason o'mara, stuart allan, david mccallum, sean maher, jeremy sisto","damian wayne is having a hard time coping with his father's ""no killing"" rule. meanwhile, gotham is going through hell with threats such as the insane dollmaker, and the secretive court of owls.",944.0
the tigger movie,english,"animation, family, comedy",6.6,1.8543,11-02-2000,"jim cummings, nikita hopkins, ken sansom, john fiedler, peter cullen","winnie the pooh, piglet, owl, kanga, roo, and rabbit are preparing a suitable winter home for eeyore, the perennially dejected donkey, but tigger's continual bouncing interrupts their efforts. rabbit suggests that tigger go find others of his kind to bounce with, but tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" just in case though, the joyously jouncy feline sets out to see if he can find relatives.",586.0
bionicle 3: web of shadows,english,"action, animation, fantasy, science fiction",6.086,1.6154,11-10-2005,"kathleen barr, trevor devall, brian drummond, christopher gaze, alessandro juliani",unknown,572.0
the disaster artist,english,"comedy, drama",7.107,1.9038,12-03-2017,"dave franco, james franco, seth rogen, ari graynor, alison brie","an aspiring actor in hollywood meets an enigmatic stranger by the name of tommy wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",3606.0
the eye,english,"drama, horror, thriller",5.887,1.9997,01-02-2008,"jessica alba, alessandro nivola, parker posey, chlo grace moretz, rade erbedija","violinist sydney wells was accidentally blinded by her sister helen when she was five years old. she submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",1089.0
inside llewyn davis,english,"drama, music",7.2,1.7115,18-10-2013,"oscar isaac, carey mulligan, justin timberlake, ethan phillips, robin bartlett","in greenwich village in the early 1960s, gifted but volatile folk musician llewyn davis struggles with money, relationships, and his uncertain future.",2769.0
you got served,english,"music, drama",6.35,2.0644,30-01-2004,"marques houston, omarion, j-boog, lil' fizz, jennifer freeman","at mr. rad's warehouse, the best hip-hop crews in los angeles compete for money and respect. but when a suburban crew crashes the party, stealing their dancers  and their moves  two warring friends have to pull together to represent the street.",442.0
fantasy island,english,"adventure, fantasy, horror, mystery",5.789,2.014,12-02-2020,"michael pea, maggie q, lucy hale, michael rooker, austin stowell","a group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",2533.0
ravage,english,"horror, thriller",5.224,1.8128,14-08-2020,"annabelle dexter-jones, robert longstreet, bruce dern, michael weaver, ross partridge",unknown,572.0
g-men from hell,english,"action, comedy",3.889,0.7883,07-12-2000,"william forsythe, tate donovan, bobcat goldthwait, barry newman, zach galligan",unknown,572.0
a civil action,english,drama,6.45,1.8812,25-12-1998,"john travolta, robert duvall, tony shalhoub, william h. macy, zeljko ivanek","jan schlickmann is a cynical lawyer who goes out to 'get rid of' a case, only to find out it is potentially worth millions. the case becomes his obsession, to the extent that he is willing to give up everythingincluding his career and his clients' goalsin order to continue the case against all odds.",459.0
the lion in winter,english,"drama, history",7.393,1.962,20-08-1968,"peter o'toole, katharine hepburn, anthony hopkins, john castle, nigel terry","henry ii and his estranged queen, eleanor of aquitaine, battle over the choice of an heir.",374.0
pink floyd: the wall,english,"music, drama",7.949,1.9501,14-07-1982,"bob geldof, christine hargreaves, james laurenson, eleanor david, kevin mckeon",a troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,1546.0
beethoven's 2nd,english,"family, comedy",5.547,2.2618,14-12-1993,"charles grodin, bonnie hunt, nicholle tom, christopher castile, sarah rose karr","beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, missy, and fathered a family. the only problem is that missy's owner, regina, wants to sell the puppies and tear the clan apart. it's up to beethoven and the newton kids to save the day and keep everyone together.",1008.0
to live and die in l.a.,english,"crime, thriller, action",7.115,2.1097,01-11-1985,"william petersen, willem dafoe, john pankow, debra feuer, john turturro","when his longtime partner on the force is killed, reckless u.s. secret service agent richard chance vows revenge, setting out to nab dangerous counterfeit artist eric masters.",704.0
jersey girl,english,"comedy, romance, drama",6.186,2.0276,25-03-2004,"ben affleck, raquel castro, liv tyler, george carlin, jason biggs",unknown,1088.0
do's and don'ts of dating,english,drama,3.0,2.4149,13-02-2018,"chico benymon, brandy specks, jalene mack, jantel hope, roc living",unknown,572.0
the night before,english,"comedy, adventure, fantasy",6.1,1.6804,20-11-2015,"joseph gordon-levitt, seth rogen, anthony mackie, lizzy caplan, jillian bell","in new york city for their annual tradition of christmas eve debauchery, three lifelong best friends set out to find the holy grail of christmas parties since their yearly reunion might be coming to an end.",1736.0
killers,english,"action, comedy, thriller, romance",6.0,2.386,04-06-2010,"ashton kutcher, katherine heigl, tom selleck, catherine o'hara, katheryn winnick","when an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. that is, until he learns that someone from his past has put a contract out on his life.",2233.0
princess protection program,english,"family, tv movie, comedy",6.7,2.2812,08-06-2009,"demi lovato, selena gomez, nicholas braun, tom verica, molly hagan","when her nation is invaded, a young princess is taken into the princess protection program. she is relocated to louisiana, where she stays with a covert agent and his tomboyish daughter, and must learn how to behave like an ordinary teenager.",1713.0
prince of bel air,english,"comedy, romance, tv movie",4.7,0.8431,20-01-1986,"mark harmon, kirstie alley, robert vaughn, don swayze, patrick labyorteaux",unknown,572.0
oliver!,english,"drama, family",7.027,2.0946,26-09-1968,"ron moody, shani wallis, oliver reed, harry secombe, mark lester","musical adaptation of charles dickens' oliver twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the artful dodger and trained to be pickpockets by master thief fagin.",448.0
stranger than fiction,english,"comedy, drama, fantasy, romance",7.281,2.0824,09-09-2006,"will ferrell, maggie gyllenhaal, dustin hoffman, emma thompson, queen latifah","nothing is as it seems when four friends agree to cover up a killing. when they begin to doubt who among them is telling the truth, they find that life can be stranger than fiction.",2369.0
the magician's elephant,english,"animation, adventure, family, fantasy, comedy",6.889,1.9252,10-03-2023,"noah jupe, mandy patinkin, brian tyree henry, natasia demetriou, sian clifford","peter is searching for his long-lost sister when he crosses paths with a fortune teller in the market square. his only question is: is his sister still alive? the answer, that he must find a mysterious elephant and the magician who will conjure it, sets peter off on a journey to complete three seemingly impossible tasks that will change the face of his town forever.",216.0
ammonite,english,"romance, drama",6.944,1.9275,13-11-2020,"kate winslet, saoirse ronan, gemma jones, james mcardle, alec secreanu","in 1840s england, palaeontologist mary anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. despite the chasm between their social spheres and personalities, mary and charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. it is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",607.0
forbidden planet,english,"science fiction, adventure",7.2,1.9346,23-03-1956,"walter pidgeon, anne francis, leslie nielsen, warren stevens, jack kelly","starship c57d travels to planet altair 4 in search of the crew of spaceship ""bellerophon,"" a scientific expedition that has been missing for twenty years. they find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",976.0
five star day,english,"drama, romance",5.172,2.4631,22-04-2010,"cam gigandet, jena malone, julianna guill, mark boone junior, richard riehle",unknown,572.0
ginger snaps 2: unleashed,english,"drama, horror, fantasy, thriller",6.4,1.8091,30-01-2004,"emily perkins, tatiana maslany, katharine isabelle, eric johnson, janet kidder",brigitte has escaped the confines of bailey downs but she's not alone. another werewolf is tailing her closely and her sister's specter haunts her. an overdose of monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of ghost.,329.0
pages of love,english,"romance, drama, comedy",2.0,1.9378,25-04-2023,"mark mchenry, joan hehir, samantha sharpe",unknown,572.0
free fire,english,"action, crime, mystery",6.3,1.9196,31-03-2017,"cillian murphy, brie larson, armie hammer, sharlto copley, jack reynor","set in boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",1166.0
vampire academy,english,"comedy, action, fantasy",6.336,1.9316,07-02-2014,"zoey deutch, lucy fry, danila kozlovsky, gabriel byrne, dominic sherwood","rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, lissa -- a mortal, royal vampire princess - have been on the run when they are captured and returned to st. vladamirs academy, the very place where they believe their lives may be in most jeopardy. rose will sacrifice everything to protect lissa from those who intend to exploit her from within the academy walls and the strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",1771.0
suncoast,english,"drama, comedy",6.704,1.9409,02-02-2024,"nico parker, laura linney, woody harrelson, daniella taylor, ella anderson","while caring for her brother along with her audacious mother, a teenager strikes up an unlikely friendship with an eccentric activist who is protesting one of the most landmark medical cases of all time.",120.0
unfriended,english,"horror, mystery, thriller",5.532,1.9076,22-10-2014,"shelley hennig, heather sossaman, renee olstead, matthew bohrer, moses storm","while video chatting one night, six high school friends receive a skype message from a classmate who killed herself exactly one year ago. at first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",3399.0
the bad seed,english,"drama, horror, thriller, tv movie",6.997,2.1158,09-09-2018,"rob lowe, mckenna grace, sarah dugdale, cara buono, patty mccormack","air force colonel kenneth penmark and his wife, christine, adore their daughter rhoda, despite her secret tendency for selfishness. christine keeps her knowledge of her daughter's darker side to herself, but when a schoolmate of rhoda's dies mysteriously, her self-deception unravels.",251.0
rites of passage,english,drama,7.5,2.1151,29-07-2013,"chris simpson, chaise barbaric, skie carlson, elias rees, tiran dingle",unknown,572.0
bad man's river,english,western,4.5,2.1144,03-12-1971,"lee van cleef, james mason, gina lollobrigida, simn andreu, diana lorys","robber roy king loses his wife, alicia, to revolutionary montero. despite their rivalry they collaborate in an attempt to rob the mexican government of one million dollars.",572.0
chain letter,english,"horror, thriller",4.3,2.1132,01-10-2010,"nikki reed, keith david, michael bailey smith, brad dourif, betsy russell",unknown,572.0
kids in america,english,"comedy, drama",5.6,2.1119,21-10-2005,"gregory smith, caitlin wachs, stephanie sherrin, nicole richie, julie bowen","inspired by real events, this ribald comedy pits an unlikely gang of students against their principal after she bars safe-sex activities on campus. protesting principal weller's muzzling of free speech, the teens stage a bold and hilarious rebellion.",572.0
the to do list,english,"comedy, romance",5.775,2.1113,24-07-2013,"aubrey plaza, johnny simmons, bill hader, alia shawkat, sarah steele","feeling pressured to become more sexually experienced before she goes to college, brandy klark makes a list of things to accomplish before hitting campus in the fall.",1042.0
alex cross,english,"action, thriller, crime, mystery",5.2,2.1105,18-10-2012,"tyler perry, edward burns, matthew fox, rachel nichols, carmen ejogo","alex cross, a genius homicide detective/psychologist is trying to clean up the mean streets of detroit while keeping his family out of the line of fire. as he mulls over accepting a job with the fbi, he is told that a friend has been murdered and he vows to track down the killer. soon, he and his team are forced to match wits with a psychotic contract killer, who displays a disturbing commitment towards seeing his job through.",737.0
milk,english,"history, drama",7.238,2.1097,05-11-2008,"sean penn, emile hirsch, josh brolin, diego luna, james franco",unknown,2277.0
peeping tom,english,"horror, thriller, drama",7.447,2.1493,16-05-1960,"karlheinz bhm, anna massey, moira shearer, maxine audley, brenda bruce","loner mark lewis works at a film studio during the day and, at night, takes racy photographs of women. also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. he befriends helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",843.0
the scorpion king 3: battle for redemption,english,"action, adventure, fantasy, drama",4.586,2.0631,17-01-2012,"victor webster, bostin christopher, temuera morrison, krystal vee, selina lo","since his triumphant rise to power in the original blockbuster ""the scorpion king"", mathayus' kingdom has fallen and he's lost his queen to plague. now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. starring ron perlman (""hellboy"") and billy zane (""titanic""), and featuring 6-time wwe champion dave bautista and ufc star kimbo slice, ""the scorpion king 3: battle for redemption"" takes ""the mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",360.0
m*a*s*h,english,"comedy, drama, war",6.968,1.8573,18-02-1970,"donald sutherland, elliott gould, tom skerritt, sally kellerman, robert duvall",the staff of a korean war field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,1082.0
clayface,english,"horror, science fiction",6.485,2.1617,10-09-2026,"tom rhys harries, naomi ackie","a hollywood horror tale centering on a b-movie actor who injects himself with a substance to keep himself relevant, only to find out that he can reshape his face and form, becoming a walking piece of clay.",0.0
mind rage,english,"horror, mystery, drama, thriller",1.667,2.572,05-01-1996,"charles hallahan, michael rogue, andrea leithe, dennis christopher, tippi hedren",unknown,572.0
house party,english,comedy,5.673,1.6817,12-01-2023,"jacob latimore, tosin cole, karen obilom, d.c. young fly, kid cudi","young kid has been invited to a party at his friend play's house. but after a fight at school, kid's father grounds him. none the less, kid sneaks out when his father falls asleep. but kid doesn't know that three of the thugs at school have decided to give him a lesson in behavior.",241.0
bent,english,"thriller, crime",5.236,1.7704,09-03-2018,"karl urban, sofa vergara, grace byers, andy garca, vincent spano","on his latest private investigation, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.",195.0
something new,english,"comedy, drama, romance",6.4,1.9548,29-01-2006,"sanaa lathan, simon baker, blair underwood, wendy raquel robinson, taraji p. henson","kenya mcqueen, a corporate lawyer, finds love in the most unexpected place when she agrees to go on a blind date with brian kelly, a sexy and free-spirited landscaper.",244.0
true history of the kelly gang,english,"crime, drama, western, thriller",5.926,1.756,23-11-2019,"george mackay, nicholas hoult, essie davis, russell crowe, charlie hunnam","set against the badlands of australia where the english rule with a bloody fist and the irish endure, ned kelly discovers he comes from a line of irish rebels  an uncompromising army of cross dressing bandits immortalised for terrorising their oppressors back in ireland. fuelled by the unfair arrest of his mother, kelly recruits a wild bunch of warriors to plot one of the most audacious attacks of anarchy and rebellion the country has ever seen.",331.0
a matter of life and death,english,"romance, fantasy, drama, war, comedy",7.754,4.3377,15-12-1946,"david niven, kim hunter, roger livesey, marius goring, robert coote","when a young raf pilot miraculously survives bailing out of his aeroplane without a parachute, he falls in love with an american radio operator. but the officials in the other world realise their mistake and dispatch an angel to collect him.",433.0
elizabeth: the golden age,english,"drama, history, romance",6.708,2.0169,09-09-2007,"cate blanchett, clive owen, geoffrey rush, laurence fox, tom hollander","when queen elizabeth's reign is threatened by ruthless familial betrayal and spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people.",1255.0
kill squad,english,action,5.0,0.7647,01-06-1982,"jean glaud, jeff risk, jerry johnson, francisco ramrez, bill cambra",unknown,572.0
lou,english,"action, thriller",6.533,1.7365,23-09-2022,"allison janney, jurnee smollett, logan marshall-green, ridley asha bateman, matt craven",a young girl is kidnapped during a powerful storm. her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. their journey will test their limits and expose the dark secrets of their past.,698.0
universal soldier: regeneration,english,"adventure, action, science fiction, thriller",5.6,1.7919,01-10-2009,"jean-claude van damme, dolph lundgren, andrei arlovski, mike pyle, corey johnson","when terrorists threaten nuclear catastrophe at chernobyl, the world's only hope is to reactivate decommissioned universal soldier luc deveraux. rearmed and reprogrammed, deveraux must take on his nemesis from the original universal soldier and a next-generation ""unisol"" that seems almost unstoppable.",479.0
piglet's big movie,english,"animation, family",6.712,1.7118,16-03-2003,"john fiedler, jim cummings, nikita hopkins, ken sansom, peter cullen","when the gang from the hundred acre wood begin a honey harvest, young piglet is excluded and told that he is too small to help. feeling inferior, piglet disappears and his pals eeyore, rabbit, tigger, roo and winnie the pooh must use piglet's scrapbook as a map to find him. in the process they discover that this very small animal has been a big hero in a lot of ways.",572.0
skin,english,"drama, crime, history, romance",6.949,1.5491,26-07-2019,"jamie bell, danielle macdonald, vera farmiga, bill camp, louisa krause","a destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.",428.0
toy story that time forgot,english,"animation, family, adventure, comedy",6.997,2.0698,02-12-2014,"kristen schaal, kevin mckidd, tom hanks, tim allen, emily hahn","during a post-christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. it's all up to trixie, the triceratops, if the gang hopes to return to bonnie's room in this toy story that time forgot.",1006.0
marked for death,english,"action, crime, drama, thriller",6.1,2.0343,05-10-1990,"steven seagal, basil wallace, keith david, tom wright, joanna pacula","just retired from the drug enforcement agency, john hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. determined to drive the dealers out, hatcher crosses paths with a ferocious jamaican drug lord who vows that hatcher and his family are now marked for death.",549.0
