Title,Language,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count
evaru,telugu,"thriller, crime",7.05,1.2781,8/15/2019,"adivi sesh, regina cassandra, naveen chandra, murali sharma, pavitra lokesh",unknown,30.0
court: state vs. a nobody,telugu,"drama, romance, crime",7.625,1.2187,3/14/2025,"priyadarshi pullikonda, harsh roshan, sridevi, sivaji sontineni, sai kumar","a determined lawyer takes on a high-stakes case to defend a 19-year-old boy, challenging a system that has already branded him guilty.",16.0
eagle,telugu,"action, thriller",5.7,1.0742,2/8/2024,"ravi teja, anupama parameswaran, kavya thapar, navdeep, vinay rai","a journalist pieces together the story of eagle, a former professional sniper who falls in love with rachana, and on a mission to redeem himself by working towards eradicating illegal arms from this world.",10.0
sye,telugu,"drama, action",6.357,1.1256,9/26/2004,"nithiin, genelia d'souza, pradeep ram singh rawat, shashank, rajiv kanakala",unknown,14.0
amigos,telugu,"action, thriller",4.7,1.2136,2/10/2023,"kalyan ram, ashika ranganath, brahmaji, jayaprakash, saptagiri",unknown,11.0
peddi,telugu,"drama, action",6.0,1.122,3/27/2026,"ram charan, janhvi kapoor, shivaraj kumar, jagapati babu, divyendu sharma","in 1980s rural andhra pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rival.",0.0
murari,telugu,"drama, romance, thriller",6.5,1.0301,2/17/2001,"mahesh babu, sonali bendre, lakshmi, sukumari, kaikala satyanarayana","circa 1800s, an intoxicated jamindar insults durga devi by stealing her temple idol. enraged, devi kills him and places a curse on his heirs that, every 48 years, she will take one family member. and every 48 years, a male heir meets an unfortunate, accidental end. come present day (the end of another 48 years), it's murari's turn.",18.0
junior,telugu,"drama, family",6.0,0.8331,7/18/2025,"kireeti reddy, sreeleela, genelia d'souza, v. ravichandran, sudharani","a free-spirited young man suffocated by his fathers obsessive love escapes to the city in search of freedom, but his carefree attitude soon puts him at odds with his emotionally distant corporate boss. he embarks on a heartwarming journey of redemption and connection discovering the true depth of sacrifice love and the fleeting nature of time.",1.0
ammu,telugu,drama,8.1,1.0388,10/19/2022,"aishwarya lekshmi, naveen chandra, bobby simha, maala parvathi, satya krishnan","ammu's thought marriage was a fairy tale  full of love and magic, ends when her cop-husband ravi hit her for the very first time. what ammu thought was a one-off incident soon turned into a never-ending cycle of abuse, trapping her and breaking her soul and spirit. pushed to her limits, ammu teams up with an unlikely ally to break free.",9.0
vimanam,telugu,"drama, family",8.0,0.923,6/9/2023,"samuthirakani, master dhruvan, anasuya bharadwaj, meera jasmine, rahul ramakrishna","differently abled and single parent veerayya, with limited financial resources embarks on an endless pursuit to make his son raju's biggest dream of traveling on an aeroplane come true.",1.0
daaku maharaaj,telugu,action,5.2,1.0389,1/12/2025,"nandamuri balakrishna, bobby deol, pragya jaiswal, shraddha srinath, vedha agarwal",a violent outlaw takes a job as a personal driver in order to protect the life of a little girl.,13.0
show time,telugu,"comedy, thriller",4.0,1.0185,7/4/2025,"naveen chandra, kamakshi bhaskarla, raja ravindra, naresh","""show time"" is a gripping thriller that explores how an accidental murder shatters the lives of a middle-class family. the story follows a seemingly ordinary family whose world turns upside down when a momentary lapse in judgment leads to an unintended crime. as they struggle to cover up the incident, they are pulled into a web of lies, guilt, and paranoia, testing their bonds and morals.",1.0
jathi ratnalu,telugu,"comedy, drama",7.239,1.0088,3/11/2021,"naveen polishetty, priyadarshi pullikonda, rahul ramakrishna, faria abdullah, murali sharma","srikanth and his friends sekhar and ravi head to the city in pursuit of some izzat. once there, they realise that maybe they were better off back home in jogipet.",23.0
maska,telugu,"action, romance",5.125,1.0054,1/14/2009,"ram pothineni, mukesh rishi, hansika motwani, sheela kaur, brahmanandam","krish is a happy-go-lucky guy who lives with his brother and sister-in-law. he woos a girl named manju. manju happens to be the daughter of a mla simhachalam. krish's only intention is to become rich by marrying her and doesn't have any feelings whatsoever toward her. he also meets a girl called meenakshi, aka meenu ; he starts to like her for real and falls in love with her. meanwhile, simhachalam and shinde run against each other in a presidential election in delhi. shinde is a man of misdeeds. shinde tries to find faults in simhachalam's personal life so that he can expose him in front of the high command of the party, so that his route will be clear to get the party ticket. shinde comes to learn that simhachalam has another wife (sita) and a daughter who live in hyderabad. he sends his men to find them. .",4.0
they call him og,telugu,"action, thriller",6.0,0.9665,9/25/2025,"pawan kalyan, emraan hashmi, priyanka arul mohan, prakash raj, sriya reddy","og revolves around a ruthless gangster named ojas gambheera ""og"" who returns to mumbai after disappearing for 10 years on a personal crusade to finish crime bosses.",0.0
thandel,telugu,"romance, action, drama, thriller",6.7,0.9645,2/7/2025,"naga chaitanya akkineni, sai pallavi, sundip ved, prakash belawadi, kalpalatha","fisherman raju is deeply in love with satya. however, at one point, she urges him to stop going to the sea and look for other jobs. ignoring her plea, raju ventures out and accidentally drifts into pakistani waters, where he is arrested.",12.0
rx 100,telugu,"drama, action, romance",5.5,0.9557,7/12/2018,"kartikeya gummakonda, payal rajput, rao ramesh, ramki, laxman meesala","when a city-bred girl comes home to her village, she falls for the macho village boy and asks him out. as a passionate romance brews, the guy falls madly in love with her, but does she feel the same way? or is it just a passionate summer fling?",23.0
vinaya vidheya rama,telugu,"action, drama",4.0,0.9301,1/11/2019,"ram charan, kiara advani, vivek oberoi, sneha, prashanth","ram is one among the five orphaned boys in visakhapatnam, adopted by a doctor who ensures them a roof to live under, with dignity. ram goes to any extent to protect his family and he's a handful for the baddie to handle in a time of crisis. how does ram protect his family when they need him the most?",24.0
major,telugu,"action, history, drama",6.986,0.9299,6/3/2022,"adivi sesh, saiee manjrekar, sobhita dhulipala, murali sharma, prakash raj","this biopic follows the life of indian army officer major sandeep unnikrishnan, from his childhood to his heroic actions during the 2008 mumbai attacks.",36.0
dragon,telugu,"action, crime, drama",6.0,0.9257,6/24/2026,"n.t. rama rao jr., tovino thomas, rukmini vasanth, nasaar",unknown,1.0
rrr: behind & beyond,telugu,documentary,5.7,0.9249,12/20/2024,"s. s. rajamouli, n.t. rama rao jr., ram charan, ajay devgn, alia bhatt","an in-depth look at the making of s.s. rajamouli's magnum opus, rrr, with behind-the-scenes footage and exclusive interviews. explores the vision, challenges, and dedication involved in creating this cinematic phenomenon.",3.0
agent,telugu,"action, thriller",4.75,0.9183,4/27/2023,"akhil akkineni, mammootty, dino morea, sakshi vaidya, sampath raj",unknown,4.0
sivudu,telugu,"action, thriller, crime",6.0,0.9046,12/21/2022,"aadhi pinisetty, nikki galrani, aakanksha singh, sunil varma, harish uthaman",unknown,0.0
bachhala malli,telugu,"action, drama",4.5,0.7274,12/20/2024,"allari naresh, amritha aiyer, hari teja, rohini, rao ramesh","the story is set in the 1990s and follows the emotional and action-filled journey of bachhala malli, a rural hero. the narrative combines intense drama with romance, focusing on the protagonists challenges and personal growth in a rustic backdrop.",2.0
saripodhaa sanivaaram,telugu,"action, thriller",6.8,1.1657,8/29/2024,"nani, s. j. suryah, priyanka arul mohan, sai kumar, murali sharma","set in sokulapalem, bound by a promise to his mother, surya, an lic agent leads a normal life on six days, maintains a careful ledger of everyone made him angry,unleashing his anger only on saturdays, solely for justifiable reasons. a tragic incident pits him on a collision course with the ruthless and borderline-manic cop daya.",21.0
liger,telugu,"action, romance",4.375,0.8772,8/25/2022,"vijay deverakonda, ananya panday, ramya krishnan, ronit roy, makrand deshpande","the journey of liger, from karimnagar to mumbai, from a nobody to a competitor, in his search for recognition while navigating his weaknesses, relationships, and love life.",32.0
yashoda,telugu,"crime, thriller, drama",6.2,0.853,11/11/2022,"samantha ruth prabhu, varalaxmi sarathkumar, unni mukundan, madhurima narla, rao ramesh","looking to save her sister, yashoda, a desperate woman agrees to be a surrogate and move in to a plush facility - but nothing is as it seems. in the world outside eva, a hollywood starlet dies under mysterious circumstances, so do a tycoon and a super model. an unknown drug seem to hold the key to the whole mystery.",16.0
yamadonga,telugu,"fantasy, action, comedy",6.2,0.8857,8/15/2007,"n.t. rama rao jr., priyamani, mamta mohandas, mohan babu, brahmanandam","raja, an orphaned thief, dies while helping a gang in kidnapping a wealthy heiress, mahi, in exchange of money. he then lands in yamlok and fights with yama, the god of death, to get his life back.",24.0
amar akbar anthony,telugu,"action, drama",4.333,0.7984,10/26/2018,"ravi teja, ileana d'cruz, sayaji shinde, abhimanyu singh, vikramjeet virk",a man with dissociative identity disorder takes revenge on four businessmen for the murder of his family.,12.0
saakini daakini,telugu,"action, adventure, comedy",5.8,0.7466,9/16/2022,"regina cassandra, nivetha thomas, rj hemant, lahari shari, prudhviraj",two trainee female police officers find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.,13.0
hit: the first case,telugu,"crime, thriller, action",6.6,0.8242,2/27/2020,"vishwak sen, ruhani sharma, murali sharma, bhanuchander, brahmaji",unknown,41.0
nenu local,telugu,"action, comedy",5.795,0.8568,2/3/2017,"nani, keerthy suresh, naveen chandra, sachin khedekar, tulasi","this story is about a happy-go-lucky young man, babu, who falls in love with a girl. however, he runs into a problem while convincing her father to permit them to be together.",22.0
khiladi,telugu,"action, thriller",5.6,0.673,2/11/2022,"ravi teja, meenakshi chaudhary, dimple hayathi, arjun sarja, anasuya bharadwaj","mohan gandhi is a wanted criminal whos serving time for a crime he might or might not have committed. with large sums of money, lies and deceit involved, who is he really?",11.0
sarkaru vaari paata,telugu,"action, comedy, drama",5.6,0.8568,5/11/2022,"mahesh babu, keerthy suresh, samuthirakani, vennela kishore, subbaraju","mahesh, a money lender, is swindled by a gambling addict called kalaavathi in the us. while he comes to india to collect his debt, he decides to stay back and do his bit for the country's financial health.",21.0
desamuduru,telugu,"action, romance",5.6,0.8135,1/12/2007,"allu arjun, hansika motwani, pradeep ram singh rawat, ali basha, ajay","after bala, who works for a tv channel, gets into trouble with a goon, he is sent away for an out-of-town assignment. there he meets and falls in love with a girl who gets kidnapped by a gangster.",21.0
gamyam,telugu,drama,6.31,0.87,2/29/2008,"allari naresh, sharwanand, kamalinee mukherjee, rao ramesh, hema","two guys, a thief and a rich man, meet in a journey that the latter starts to find love. on their way they find the destinies of their lives.",21.0
nuvve... nuvve...,telugu,"family, drama, romance, comedy",5.8,0.6087,10/10/2002,"tarun, shriya saran, prakash raj, chandramohan, sunil varma","vishwanath is a millionaire who loves his daughter anjali obsessively. when vishwanath discovers that anjali is in love with rishi, a happy-go-lucky man from a middle class family, he tries his best to separate them.",6.0
chinna kodalu,telugu,"family, drama",6.0,0.8082,12/8/1990,"vani viswanath, prabhakar reddy","a blind man, his merciless wife, their sheepish sons and stony-hearted daughter torture the eldest daughter-in-law, who is naive. but things change when the youngest son gets married to an orphan. seeing this, she decides to teach them a lesson and make them mend their ways.",0.0
mad,telugu,"comedy, romance, drama",6.458,0.7548,10/6/2023,"sangeeth shobhan, narne nithin, ram nithin, vishnu oi, sri gouri priya reddy","set in an engineering college and revolves around the antics of the students there, primarily the boys, who get a kick out of torturing the hostel warden.",24.0
khaleja,telugu,action,7.021,0.7231,10/7/2010,"mahesh babu, shafi, prakash raj, rao ramesh, anushka shetty","a village is struck by an unknown disease, decimating its population. the village priest prophecies that god's avatar will save them. siddha goes searching and finds this supernatural potential in seeta rama raju, a cab driver.",48.0
annamayya,telugu,"drama, history, music",6.0,0.6332,5/22/1997,"nagarjuna akkineni, ramya krishnan, kasturi shankar, suman talwar, bhanupriya","a cinematic version of the life of famous indian saint-poet, annamayya (born may 1408), follows the spiritual awakening of the mystic composer annamayya, who's first motivated to write a song of praise after visiting a temple. his devotion is put to the test when he vows to fast until he comes face to face with god, an act of faith for which he's rewarded with a blessed meal of prasad. as his fame as a singer spreads, annamayya eventually becomes a real personification of the holy nandaka sword.",14.0
ante... sundaraniki!,telugu,"comedy, romance, family",7.125,0.7402,6/10/2022,"nani, nazriya nazim fahadh, naresh, rohini, n. azhagamperumal","a man from a brahmin family falls in love with a christian girl. in order to convince their parents, they say contrasting lies which complicates the situation and leads to a comedy of errors.",32.0
mr bachchan,telugu,"action, drama, romance",3.3,0.5642,8/15/2024,"ravi teja, bhagyashri borse, jagapati babu, tanikella bharani, sachin khedekar","just four days before wedding, a fiercely honest income tax officer bachchans life takes a dramatic turn when he is reinstated from suspension and tasked with raiding the home of the powerful and ruthless politician mutyam jaggaiah.",3.0
jack,telugu,"comedy, crime, romance",6.667,0.7104,4/10/2025,"siddhu jonnalagadda, vaishnavi chaitanya, prakash raj, naresh, brahmaji","jack, an aspiring but overeager intelligence agent, goes against protocol and the real spies, to foil a potential attack on home turf.",3.0
mangalavaaram,telugu,"thriller, mystery",5.1,0.7757,11/17/2023,"payal rajput, ravindra vijay, chaitanya krishna, nandita swetha, divya pillai","fear engulfs a village as murders pile up mysteriously. shailu, a young woman, is the heart of the story and the enigmatic tale unravels with a suspenseful cinematic journey.",9.0
swati muthyam,telugu,"family, drama",6.6,0.7999,3/13/1986,"kamal haasan, radikaa sarathkumar, somayajulu j v, gollapudi maruti rao, nirmalamma","after an autistic man impulsively marries a young widow, she must move to the city and ensure the welfare of her new family, against the glare of societal judgement and financial struggle.",8.0
falaknuma das,telugu,"action, romance, thriller, crime",5.9,0.5851,4/12/2019,"vishwak sen, harshita gaur, tharun bhascker, saloni mishra, uttej","a group of youngsters headed by das attempt to monopolise the meat business in falaknuma. however, they encounter some unexpected problems, which lead them to the path of crime.",5.0
mangampeta,telugu,"action, drama",6.0,0.8917,4/20/2024,"chandrahas kotla, ankita saha, kabir duhan singh, naga mahesh, ester noronha",plot details tba.,0.0
arundhati,telugu,"horror, fantasy, thriller",6.7,0.6848,1/16/2009,"anushka shetty, sonu sood, manorama, sayaji shinde, kaikala satyanarayana",arundhati  belongs to gadwal samsthanam in 1920s. she is known for her bravery in saving the samstanam by killing pasupathi an evildoer. but the spirit of pasupathi haunts that place. another girl is born in the same lineage after 3 generations and she is named as arundhati. the spirit of pasupati is after arundhati to take the revenge.,31.0
balagam,telugu,"comedy, drama",7.045,0.5671,3/3/2023,"priyadarshi pullikonda, kavya kalyanram, sudhakar reddy, muralidhar goud, v. s. roopa lakshmi","a boisterous, bawdy, meddling village patriarch komurayyas death just before the engagement changes the course of  his grandson saayilu's life and the other family members, rattling some skeletons in the closet, exposing the rifts present within the family, causing bigger sociological calamities in the small village.",11.0
bubblegum,telugu,"romance, drama",5.0,0.678,12/29/2023,"roshan kanakala, maanasa chaudhary, harsha chemudu, harshvardhan rane, kiran macha","after falling in love, a street-smart man and a wealthy woman from different worlds try to work out their differences.",4.0
karthikeya 2,telugu,"mystery, adventure, thriller, action",6.3,0.7156,8/13/2022,"nikhil siddhartha, anupama parameswaran, srinivasa reddy, harsha chemudu, adithya menon",unknown,21.0
goodachari,telugu,"thriller, action",6.826,0.6328,8/3/2018,"adivi sesh, prakash raj, jagapati babu, supriya yarlagadda, sobhita dhulipala","gopi, is the son of an ex-raw agent raghuveer. brought up by his uncle sathya, he wants to be an agent just like his father and uncle. but satya wants him to lead a normal life and not be killed like his father was. what happens in gopis life that turns everything upside down?",43.0
bhagavanth kesari,telugu,"action, drama, thriller",5.8,0.4955,10/19/2023,"nandamuri balakrishna, sreeleela, kajal agarwal, arjun rampal, john vijay","bhagavanth kesari's life takes an unexpected turn when he becomes the guardian of vijaya lakshmi aka vijji, daughter of his jailer. kesari, with his unwavering sense of justice, embarks on a journey to nurture vijji into a resilient young woman aspiring to join the indian army. intertwined in this narrative is the presence of rahul sanghvi, a power-hungry tycoon whose connection with bhagavanth and vijji, unravels hidden secrets.",11.0
all the best,telugu,unknown,6.0,0.7271,6/29/2012,"j. d. chakravarthi, srikanth, pradeep ram singh rawat, siddhika sharma, chandramohan",ravi desperately needs money to bail out his father who has been wrongly accused and jailed. he becomes a con artist but keeps getting into trouble. chandu saves him and they become partners in crime.,0.0
sarrainodu,telugu,"action, drama",6.5,0.696,4/8/2016,"allu arjun, rakul preet singh, aadhi pinisetty, catherine tresa, srikanth",unknown,41.0
o saathiya,telugu,"romance, comedy",6.0,0.5418,7/7/2023,"aryan gowra, mishti chakravarty, devi prasad, kalpalatha, pramodini pammi","a carefree engineering student, arjuns  life takes an unexpected turn when keerthy enters his world.just as it appears their romance is beginning to blossom, keerthy moves out of the town, leaving arjun in great despair. determined to find his lost love, he embarks on a journey filled with challenges and surprises.",0.0
odela railway station,telugu,"action, romance, crime",6.0,0.6879,8/26/2022,"hebah patel, sai ronak, vasishta n. simha, pujita ponnada, surender reddy","a string of murders terrorise the people of odela village, and every newly wed girl in the village is the murders target. a bright young police officer is determined to find the culprit and stop the next murder from happening while anxious villagers await closure. but, unfortunately, everyones a suspect, and the clock is ticking.",2.0
godfather,telugu,"action, drama",5.9,0.7471,10/5/2022,"chiranjeevi, nayanthara, satyadev kancharana, salman khan, tanya ravichandran","the sudden demise of the celebrated leader pkr leaves the ruling party in a political crisis and shakes up the family. the party has to elect a leader, and more than one player is in contention. everyones intentions are blurred, and loyalties are in question. brahma is a game changer in this squabble. who will succeed as the leader and become the cm?",15.0
pournami,telugu,"drama, action, romance, music",5.5,0.5668,4/20/2006,"trisha krishnan, prabhas, charmy kaur, rahul dev, ajay","a dancer trains for an event where she has to perform a special dance in lord shiva's temple. but when she suddenly disappears, her younger sister chandrakala decides to learn the dance.",13.0
ravanasura,telugu,"action, thriller, comedy",4.9,0.7088,4/7/2023,"ravi teja, anu emmanuel, megha akash, sushanth, faria abdullah","an investigating officer is assigned to investigate few brutal murders, where he zeroes in on ravindra, a criminal lawyer who has penchant for secretly committing murders as the mastermind behind the crime.",14.0
guna 369,telugu,"romance, action",5.7,0.7339,8/2/2019,"kartikeya gummakonda, anagha, adithya menon, shivaji raja, sai kumar","guna is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise.when he is framed for a crime he didn't commit by someone close to him, guna is left with no choice and forced to the extremes to prove his innocence.",3.0
nani's gang leader,telugu,"comedy, crime, thriller",7.207,0.6855,9/13/2019,"nani, lakshmi, saranya ponvannan, priyanka arul mohan, shriya reddy",a crime novelist is approached by a group of bereaved women to help them plot revenge against those responsible for the loss of their loved ones.,29.0
vikramarkudu,telugu,"action, drama",6.613,0.7313,6/23/2006,"ravi teja, baby neha, anushka shetty, ajay, vineet kumar","a thief's life changes after he discovers a little girl who claims he is her father, and what follows is violence after a gang hunting for his lookalike closes in on him.",31.0
repeat,telugu,"crime, thriller",5.0,0.7256,12/1/2022,"naveen chandra, smruthi venkat, madhoo, mime gopi, nellore sudharshan","when the stories from a crime novel begin to get recreated in the city, vikram kumar, an astute undercover police officer steps in to investigate a bizarre missing case and unravel the mystery.",1.0
dhruva,telugu,"crime, thriller, action",6.9,0.7302,10/7/2016,"ram charan, rakul preet singh, arvind swamy, nasaar, posani krishna murali","a committed police officer is on a very dangerous mission to destroy the most corrupt person in the country, siddharth abhimanyu.",31.0
#single,telugu,"comedy, romance",6.143,0.7163,5/9/2025,"sree vishnu, ketika sharma, ivana, vennela kishore, vtv ganesh","vijay, a bank employee, falls in love with purva at first sight and attempts to get closer to her in hopes of winning her affection. meanwhile, harini who secretly harbours feelings for vijay, begins to follow himturning his love life into a comedic triangle.",7.0
aravindha sametha,telugu,"action, drama",7.3,0.7034,10/11/2018,"n.t. rama rao jr., pooja hegde, jagapati babu, naveen chandra, eesha rebba",a young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.,30.0
yogi,telugu,"emotional, action",3.7,0.5989,1/14/2007,"prabhas, nayanthara, kota srinivasa rao, ali basha, pradeep ram singh rawat","eeshwar chandra prasad (prabhas) is the son of ram murthy (chalapathi rao) and shantamma (sharada urvashi). ram murthy wants his son to do some job. however, shantamma pampers eeshwar very much and hence he doesn't want to leave the village. ram murthy dies and in order to fulfil his last wish, eeshwar goes to the city to earn money on the advice of his friend basha (ali), who was a pickpocket. eeshwar could not meet basha. on the other hand kotaiah (kota srinivasa rao) runs big land mafia in hyderabad city and a bitter rival of narsing pahilwan (pradeep rawat). saidulu (subbaraju) is narsing's brother. once saidulu hacks kotaiah and his assistant, when eeshwar accidentally saves him. eeshwar gets a job in a tea stall run by chandranna (chandra mohan). he earns good money and purchases two gold bangles for his mother and plans to leave the city.",12.0
nagumome chaalu le,telugu,"romance, drama",6.5,0.5942,8/4/2023,"saketh valluri, sindhuja turlapati, k. l. damodar prasad, yashwanth jaggumantri, nikitha ram","a heartbroken aparna and dumped mark find solace together and decide to explore the city, holding onto a special book. as the night unfolds, they gradually heal and unknowingly develop feelings for each other.",2.0
kushi,telugu,"romance, comedy, drama",5.211,0.7167,8/31/2023,"vijay deverakonda, samantha ruth prabhu, jayaram, sachin khedekar, murali sharma","worlds and families collide when the son of a prominent atheist falls head over heels for the daughter of his fathers nemesis, a revered hindu leader.",19.0
tiger nageswara rao,telugu,"history, action",5.9,0.594,10/20/2023,"ravi teja, anupam kher, gayatri bhardwaj, nupur sanon, renu desai","based on the life of the notorious thief nageswara rao, who was the most wanted thief of south india& managed to evade the authorities on several occasions in the 1970s, earning him the moniker of 'tiger.'",12.0
shyam singha roy,telugu,"romance, thriller, drama",7.0,0.6852,12/24/2021,"nani, sai pallavi, krithi shetty, madonna sebastian, murali sharma","a young filmmaker is in a soup right when hes about to find his footing in the film industry. when he sets out to find an answer, turns out its in the past.",36.0
thammudu,telugu,"action, comedy, family",8.0,0.6371,7/4/2025,"nithiin, sapthami gowda, laya, varsha bollamma, swasika",a troubled man reunites with his sister to protect her and a group of villagers from the brutal plans of a violent criminal businessman.,3.0
middle class melodies,telugu,"comedy, drama, romance",6.7,0.4478,11/20/2020,"anand deverakonda, varsha bollamma, chaitanya garikipati, divya sripada, goparaju ramana",unknown,16.0
maryada ramanna,telugu,"comedy, action, drama",7.132,0.6692,7/23/2010,"sunil varma, saloni aswani, nagineedu vellanki, supreet, prabhakar",ramu returns to his hometown to sell a piece of land he owns and falls in love with a young woman only to find out that her parents want him dead.,19.0
rudhramadevi,telugu,"history, action, drama",5.4,0.6686,10/9/2015,"anushka shetty, allu arjun, rana daggubati, nithya menen, catherine tresa","rudraba, daughter of ganapatideva, the emperor of the kakatiya dynasty, was officially designated a son through the ancient putrika ceremony and given the name rudradeva so that she could succeed her father after his death. despite opposition, she became of the most prominent rulers of the kakatiya dynasty and one of the few ruling queens in indian history.",30.0
waltair veerayya,telugu,"action, drama",5.429,0.6668,1/13/2023,"chiranjeevi, shruti haasan, ravi teja, catherine tresa, bobby simha","a notorious smuggler waltair veerayya is hired by a ci seethapathi, reaches malaysia with the ostensible mission of kidnapping a drug mafia leader named solomon, who escaped india after wreaking havoc on the raw agents and local policemen. veerayya manages to pummel solomon, who is fiercely protected by his ruthless gang-lord brother kaala. tables are turned, when veerayya reveals that he shares a turbulent past with kaala & an acp vikram sagar who is hell-bent on ending his smuggling activities.",28.0
saindhav,telugu,"action, crime",5.1,0.6642,1/13/2024,"venkatesh, nawazuddin siddiqui, baby sara, shraddha srinath, andrea jeremiah",the father of a sick child takes on a criminal gang running a pharmaceutical racket.,7.0
hide n seek,telugu,"action, crime, thriller",6.0,0.4377,9/20/2024,"tejaswi madivada, sumanth, dayanand reddy, shilpa manjunath, rhea sachdeva","when a chilling pattern emerges, vaishnavi's relentless pursuit of justice leads her to uncover a sinister pattern connecting the seemingly unrelated murders. anonymous warnings as the investigation intensifies, vaishnavi receives another cryptic file, predicting yet another murder on the horizon. race against time racing against the clock, vaishnavi follows leads to the latest crime scene, discovering an unimaginable tragedy that shatters shiva's world. with every twist and turn, the narrative spirals into a labyrinth of hidden motives, hidden alliances, and buried secrets.",0.0
#69 samskar colony,telugu,romance,3.5,0.621,3/18/2022,"ester noronha, rishwi thimmaraju, ajay, silpa nayak, fm babai","koushik, a teenage boy, moves to the city with his family as a tenant in the samskar colony where he falls in love with the landlady vaishali, a married woman.",2.0
mokshapatam,telugu,"crime, thriller",7.0,0.6598,1/14/2025,"thiruveer reddy, pooja kiran, shanthi rao, jennifer emanuel, tarun ponugoti","mokshapatam gayatri is a middle-class woman working as a floor manager at a hotel. she has dreams of giving a better life to her kid and making a decent living with her savings until her family loses money to her husband's friend, who dies in an accident. on a fateful day, she discovers a bag forgotten by a customer in the hotel room. will this bag change her fate or throw her into more problems? watch now!",1.0
sita,telugu,"comedy, drama, romance",6.2,0.4519,5/24/2019,"bellamkonda srinivas, kajal agarwal, sonu sood, mannara chopra, payal rajput","sita is a materialistic woman who only cares about materialistic gains and nothing else. mla basava raju lusts for her and wants her to give him what she promised him for helping her. the villain of their tale is ram, a man whos way too innocent for his own good. how does ram help sita out of the fix shes in forms the crux of the story.",9.0
thoofan,telugu,"action, drama, crime",6.0,0.6526,9/6/2013,"ram charan, srihari, prakash raj, priyanka chopra jonas, tanikella bharani",acp vijay khanna is transferred to mumbai. he is assigned to an investigation that puts him face to face with the oil mafia.,0.0
hello!,telugu,"action, family, music, romance",7.231,0.6502,12/22/2017,"akhil akkineni, kalyani priyadarshan, ramya krishnan, jagapati babu, ajay","avinash/seenu is a street urchin brought up by his loving adoptive parents saru and prakash. the love of his life is the girl he meets during childhood junnu/priya, whom fate had snatched away from him. fourteen long years and they still wait for the day they will meet again. will destiny help them?",26.0
dasara,telugu,"action, thriller",7.083,0.6478,3/30/2023,"nani, keerthy suresh, dheekshith shetty, shine tom chacko, sai kumar","in 1990s, set in small village veerlapally, dharani, vennela, and suri are childhood friends. dharani loves vennela, but she has suri in her mind. knowing suris interest in vennela, dharani sacrifices his love and helps get them married. but local politics between rajanna, shivanna and the latter's son chinna nambi threaten to disrupt their lives.",24.0
siva,telugu,"action, drama, crime",6.4,0.584,10/5/1989,"nagarjuna akkineni, amala akkineni, raghuvaran, j. d. chakravarthi, tanikella bharani","siva is a new student in the community college. he is welcomed by a group of collegians, including the lovely asha, to whom shiva is instantly attracted. shiva notices that there is violence within the college, perpetrated by people who are not even students. when he decides to find out their motives, he is met with violence, and threats. now shiva must decide to stand up for his college, or just carry on studying, finish college, and move on and get to on job.",21.0
pilla zamindar,telugu,"comedy, drama",7.2,0.6473,10/14/2011,"nani, hariprriya, rao ramesh, srinivas avasarala, dhanraj sukhram",pj is the grandson of a wealthy zamindar and an irresponsible youngster who is spoilt by the pampering and excessive money. his grandfather writes a will with several conditions before he dies. he writes the will that pj will inherit his entire wealth only if he completes his graduation as a common man without any luxeries. the rest of the story is all about how pj learns about values and life as he achieves his goal.,25.0
naa peru surya - naa illu india,telugu,action,6.1,0.6453,4/27/2018,"allu arjun, arjun sarja, nadhiya, anu emmanuel, r. sarathkumar","despite having serious anger management issues, surya, an indian army officer is a brilliant officer but when anger takes control of him he is impossible to subdue. in spite of this issue, he achieves his goal of serving the country by overcoming the hurdles.",37.0
annayya,telugu,"family, comedy",6.0,0.5788,1/7/2000,"chiranjeevi, soundarya, ravi teja, venkat, chandni","rajaram (chiranjeevi), owner of a fleet of lorries, meets devi (soundarya), a garment factory owner. after that acquaintance, she once seeks his help in dealing with two street ruffians, who were teasing her sisters, lata (chandini) and geetha (sishwa), and is shocked when the culprits turn out to be his brothers, ravi (ravi teja) and gopi (venkat). rajaram takes the incident lightly as the pranks of youngsters and is very lenient to them. with more such incidents, the two fall in love, with the brothers and sisters not far behind.  on his brothers' request, rajaram approaches devi for her sisters' hands in marriage to his brothers. but she curtly refuses her consent on grounds that the two are wayward drunkards. rajaram reacts sharply to it and vows to get his brothers married to her sisters.  since then on he is more exacting with his brothers and brings about a transformation in them. devi agrees to their marriage.",4.0
devadasu,telugu,"romance, drama",4.571,0.6412,1/11/2006,"ileana d'cruz, sayaji shinde, ram pothineni, shriya saran, m. s. narayana","devadas (ram) is the typical poor student, while bhanumati (ileana) is a rich nri girl whose father is the senator of new york. they fall in love when the girl comes to india to learn classical carnatic music. coming to know about their love, bhanus father katamraju (sayaji shinde) hatches a plan to separate them. he promises to get them married but he takes her daughter, and her grand mother back to the usa. the rest of the story is how the street-smart lover boy makes it to the usa and succeeds in attaining his girl.",7.0
